DHID,MIDX,MIDY,MIDZ,LENGTH,FROM,TO,GEOCOD,FE,SIO2,AL2O3,P,MN,LOI,S,TIO2,MGO,CAO,ACDENS,ASS_TO,LOI425,LOI650,ORE
GC16BS4B0001,517041.745,7498932.168,593.281,2,38,40,402,63.27,2.79,2.07,0.086,0.03,4.25,0.015,0.02,0.05,0.02,-99,100,3.52,0.53,0
GC16BS4B0001,517042.325,7498931.779,591.407,2,40,42,402,58.9,4.23,3.4,0.146,0.02,7.4,0.022,0.08,0.09,0.03,-99,99.93,6.3,0.89,0
GC16BS4B0001,517042.906,7498931.39,589.533,2,42,44,402,62.67,2.07,1.57,0.123,0.03,6.2,0.021,0.04,0.05,0.02,-99,99.98,5.56,0.45,0
GC16BS4B0001,517043.487,7498931.002,587.659,2,44,46,402,65.16,1.26,0.82,0.109,0.01,4.42,0.016,0.01,0.02,0.01,-99,100.04,3.86,0.34,0
GC16BS4B0001,517044.087,7498930.595,585.795,2,46,48,402,64.14,1.16,1,0.132,0.02,5.52,0.033,0.01,0.02,0.01,-99,99.86,4.98,0.34,0
GC16BS4B0001,517044.688,7498930.188,583.932,2,48,50,402,63.48,1.57,1.48,0.182,0.02,5.59,0.038,0.03,0.02,0.01,-99,100.03,4.91,0.44,0
GC16BS4B0001,517045.289,7498929.781,582.068,2,50,52,412,61.89,2.24,2.06,0.169,0.02,6.46,0.043,0.06,0.01,0.01,-99,99.89,5.61,0.59,0
GC16BS4B0001,517045.89,7498929.375,580.204,2,52,54,412,53.06,7.81,6.67,0.215,0.04,8.52,0.051,0.22,0.01,0.01,-99,99.87,6.29,1.92,0
GC16BS4B0001,517046.491,7498928.968,578.34,2,54,56,412,57.49,5.4,4.25,0.208,0.07,7.27,0.046,0.13,0.02,0.01,-99,100.04,5.74,1.24,0
GC16BS4B0001,517047.106,7498928.548,576.484,2,56,58,412,60.34,4.09,3.15,0.173,0.05,5.66,0.026,0.05,0.01,0.01,-99,99.81,4.49,0.91,0
GC16BS4B0001,517047.721,7498928.128,574.628,2,58,60,412,58.72,4.49,3.54,0.19,0.11,6.98,0.071,0.1,0.02,0.01,-99,99.91,5.68,0.94,0
GC16BS4B0001,517048.337,7498927.708,572.772,2,60,62,412,63.47,1.89,1.44,0.216,0.33,4.85,0.029,0.03,0.01,0.01,-99,100.08,4.11,0.44,0
GC16BS4B0001,517048.952,7498927.288,570.916,2,62,64,412,64.43,1.39,1.36,0.196,0.64,3.67,0.033,0.02,0.02,0.01,-99,100.13,3.25,0.28,0
GC16BS4B0001,517049.568,7498926.869,569.06,2,64,66,412,51.72,9.12,7.4,0.186,0.73,7.51,0.057,0.2,0.02,0.01,-99,99.99,5,2.18,0
GC16BS4B0001,517050.178,7498926.45,567.202,2,66,68,412,61.96,3.25,2.45,0.195,0.31,4.62,0.036,0.06,0.01,0.01,-99,100.03,3.75,0.73,0
GC16BS4B0001,517050.787,7498926.031,565.344,2,68,70,412,63.29,2.66,1.93,0.168,0.12,4.21,0.027,0.05,0.02,0.01,-99,100.03,3.45,0.55,0
GC16BS4B0001,517051.397,7498925.612,563.486,2,70,72,412,60.31,4.12,3.5,0.191,0.09,5.3,0.044,0.11,0.01,0.01,-99,99.99,4.1,0.93,0
GC16BS4B0001,517052.007,7498925.193,561.628,2,72,74,412,62.27,3.36,2.56,0.129,0.06,4.58,0.036,0.07,0.01,0.01,-99,100.13,3.72,0.65,0
GC16BS4B0001,517052.616,7498924.773,559.769,2,74,76,412,55.52,6.35,5.39,0.24,0.06,7.97,0.053,0.16,0.01,0.01,-99,100.08,6.22,1.45,0
GC16BS4B0002,516817.01,7498688.385,628.437,2,0,2,435,54.91,15.88,0.89,0.1,0.04,3.93,0.033,0.07,0.03,0.04,-99,99.79,3.37,0.35,0
GC16BS4B0002,516816.769,7498688.756,626.486,2,2,4,435,56.9,13.05,0.62,0.092,0.03,4.42,0.026,0.04,0.02,0.02,-99,99.88,3.95,0.29,0
GC16BS4B0002,516816.527,7498689.126,624.536,2,4,6,435,58.63,10.87,0.72,0.074,0.03,4.13,0.025,0.03,0.04,0.03,-99,99.96,3.67,0.29,0
GC16BS4B0002,516816.339,7498689.55,622.59,2,6,8,435,61.98,5.98,0.59,0.072,0.02,4.63,0.025,0.02,0.04,0.03,-99,100.22,4.22,0.25,0
GC16BS4B0002,516816.151,7498689.975,620.645,2,8,10,435,60.52,6.43,0.81,0.078,0.06,5.86,0.03,0.1,0.1,0.04,-99,100.28,5.27,0.34,0
GC16BS4B0002,516815.963,7498690.4,618.7,2,10,12,435,64.88,3,0.39,0.085,0.06,3.57,0.021,0.02,0.05,0.02,-99,100.2,3.17,0.23,0
GC16BS4B0002,516815.776,7498690.826,616.755,2,12,14,435,65.15,2.12,0.49,0.105,0.03,3.7,0.027,0.01,0.02,0.01,-99,99.88,3.31,0.22,0
GC16BS4B0002,516815.588,7498691.251,614.809,2,14,16,435,65.57,2.11,0.47,0.112,0.03,3.43,0.025,0.01,0.02,0.02,-99,100.21,3.04,0.21,0
GC16BS4B0002,516815.389,7498691.643,612.858,2,16,18,435,58.83,4.91,3.11,0.158,0.05,7.14,0.044,0.16,0.04,0.01,-99,100.07,6.03,0.8,0
GC16BS4B0002,516815.19,7498692.036,610.907,2,18,20,435,63.97,2.35,0.98,0.128,0.05,4.68,0.023,0.03,0.03,0.02,-99,100,4.23,0.32,0
GC16BS4B0002,516814.991,7498692.428,608.956,2,20,22,402,65,1.85,0.81,0.124,0.04,3.73,0.018,0.01,0.03,0.02,-99,99.82,3.48,0.19,0
GC16BS4B0002,516814.792,7498692.821,607.005,2,22,24,402,65.34,2.22,0.66,0.096,0.04,3.14,0.018,0.02,0.04,0.02,-99,99.89,2.92,0.14,0
GC16BS4B0002,516814.593,7498693.213,605.054,2,24,26,402,64.29,2.48,0.76,0.107,0.05,4.54,0.02,0.03,0.05,0.02,-99,100.22,4.03,0.34,0
GC16BS4B0002,516814.412,7498693.58,603.097,2,26,28,402,59.28,4.06,1.91,0.173,0.06,8.5,0.042,0.15,0.08,0.04,-99,100.16,7.73,0.51,0
GC16BS4B0002,516814.232,7498693.946,601.139,2,28,30,402,64.9,1.65,0.66,0.119,0.04,4.44,0.017,0.02,0.04,0.02,-99,100.04,4.17,0.19,0
GC16BS4B0002,516814.052,7498694.312,599.181,2,30,32,402,66.46,1.18,0.53,0.096,0.05,2.89,0.013,0.01,0.03,0.02,-99,100.04,2.65,0.15,0
GC16BS4B0002,516813.872,7498694.679,597.223,2,32,34,402,66,1.22,0.6,0.119,0.06,3.38,0.016,0.01,0.04,0.02,-99,100.06,3.21,0.13,0
GC16BS4B0002,516813.691,7498695.045,595.265,2,34,36,402,64.79,1.46,0.66,0.098,0.04,4.73,0.018,0.01,0.03,0.02,-99,99.9,4.32,0.26,0
GC16BS4B0002,516813.513,7498695.392,593.304,2,36,38,402,61.1,2.18,1.39,0.216,0.04,8,0.029,0.11,0.04,0.03,-99,99.79,7.29,0.5,0
GC16BS4B0002,516813.334,7498695.74,591.342,2,38,40,402,63.55,1.53,0.72,0.132,0.04,6.63,0.028,0.01,0.03,0.01,-99,100.26,6.05,0.38,0
GC16BS4B0002,516813.156,7498696.087,589.381,2,40,42,412,58.02,3.77,2.95,0.226,0.06,9.32,0.038,0.12,0.04,0.02,-99,99.93,8.04,0.96,0
GC16BS4B0002,516812.977,7498696.434,587.419,2,42,44,412,58.97,4.07,3.44,0.171,0.09,7.28,0.044,0.14,0.04,0.01,-99,99.99,6.05,0.91,0
GC16BS4B0002,516812.799,7498696.782,585.458,2,44,46,412,63.2,1.85,1.35,0.142,0.06,5.7,0.026,0.04,0.02,0.01,-99,99.83,5.05,0.42,0
GC16BS4B0002,516812.617,7498697.127,583.496,2,46,48,412,63.43,1,1.36,0.167,0.03,6.26,0.046,0.01,0.01,0.01,-99,99.9,5.44,0.4,0
GC16BS4B0002,516812.436,7498697.473,581.534,2,48,50,412,60.8,1.47,3.95,0.177,0.02,6.9,0.119,0.08,0.02,0.01,-99,100.14,5.58,0.65,0
GC16BS4B0002,516812.255,7498697.818,579.573,2,50,52,412,55.41,1.84,7.54,0.337,0.02,10.03,0.168,0.19,0.02,0.02,-99,100.19,8.49,0.88,0
GC16BS4B0002,516812.073,7498698.164,577.611,2,52,54,412,59.37,0.52,3.66,0.316,0.02,9.76,0.137,0.06,0.04,0.02,-99,100.12,8.75,0.52,0
GC16BS4B0002,516811.892,7498698.509,575.65,2,54,56,412,46.03,9.53,11.3,0.241,0.02,11.88,0.122,0.3,0.02,0.02,-99,99.85,8.56,2.81,0
GC16BS4B0002,516811.723,7498698.841,573.685,2,56,58,412,47.59,8.11,10.9,0.232,0.02,11.59,0.121,0.3,0.03,0.02,-99,100,8.52,2.55,0
GC16BS4B0002,516811.554,7498699.173,571.72,2,58,60,412,63.19,1.6,1.87,0.154,0.03,5.41,0.035,0.04,0.02,0.01,-99,99.8,4.61,0.47,0
GC16BS4B0002,516811.384,7498699.505,569.755,2,60,62,412,59.58,2.95,4.07,0.227,0.05,6.73,0.078,0.12,0.02,0.01,-99,99.9,5.58,0.76,0
GC16BS4B0002,516811.215,7498699.837,567.79,2,62,64,412,64.19,1.3,2.16,0.162,0.05,3.92,0.043,0.04,0.02,0.005,-99,99.79,3.3,0.33,0
GC16BS4B0002,516811.046,7498700.169,565.825,2,64,66,412,59.82,2.99,3.91,0.197,0.26,6.54,0.086,0.1,0.02,0.01,-99,100.16,5.39,0.76,0
GC16BS4B0002,516810.879,7498700.492,563.858,2,66,68,412,56.49,4.5,6.37,0.156,0.24,7.07,0.13,0.2,0.02,0.01,-99,100.03,5.28,1.27,0
GC16BS4B0003,516920.606,7498733.983,625.415,12.5,0,12.5,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GC16BS4B0003,516919.842,7498735.023,618.535,1.5,12.5,14,435,60.58,4.96,1.05,0.134,0.03,6.97,0.031,0.01,0.04,0.02,-99,100.2,6.4,0.38,0
GC16BS4B0003,516919.651,7498735.283,616.815,2,14,16,412,53.35,7.97,5.35,0.197,0.04,9.33,0.042,0.19,0.05,0.04,-99,99.96,7.66,1.34,0
GC16BS4B0003,516919.463,7498735.578,614.846,2,16,18,412,59.44,4.23,2.44,0.168,0.08,7.56,0.043,0.06,0.04,0.06,-99,100.05,6.64,0.67,0
GC16BS4B0003,516919.274,7498735.874,612.877,2,18,20,412,57.83,2.45,2.88,0.21,1.66,8.59,0.091,0.09,0.02,0.02,-99,100.12,7.3,0.72,0
GC16BS4B0003,516919.086,7498736.169,610.908,2,20,22,412,60.02,2.13,2.09,0.216,1.19,7.59,0.073,0.05,0.03,0.01,-99,100.23,6.62,0.57,0
GC16BS4B0003,516918.898,7498736.465,608.939,2,22,24,412,64.58,1.53,1.28,0.108,0.59,3.73,0.039,0.02,0.03,0.01,-99,100.22,3.46,0.24,0
GC16BS4B0003,516918.71,7498736.76,606.97,2,24,26,412,60.72,1.91,1.68,0.126,2.87,4.74,0.047,0.04,0.04,0.01,-99,100.17,3.91,0.53,0
GC16BS4B0003,516918.537,7498737.057,604.999,2,26,28,412,51.71,8.1,7.05,0.213,1.36,7.58,0.057,0.17,0.01,0.01,-99,99.78,5.32,1.95,0
GC16BS4B0003,516918.365,7498737.353,603.029,2,28,30,412,60.08,3.71,2.96,0.145,1.37,4.85,0.039,0.07,0.04,0.01,-99,100.24,3.96,0.74,0
GC16BS4B0003,516918.192,7498737.649,601.058,2,30,32,412,63.62,2.32,1.65,0.129,0.33,3.95,0.031,0.04,0.03,0.01,-99,99.89,3.44,0.41,0
GC16BS4B0003,516918.02,7498737.945,599.088,2,32,34,412,62.72,3.06,2.39,0.148,0.2,4.11,0.028,0.07,0.03,0.01,-99,100.09,3.47,0.58,0
GC16BS4B0003,516917.847,7498738.242,597.118,2,34,36,412,62.21,3.08,2.51,0.163,0.4,4.41,0.033,0.07,0.02,0.01,-99,100.15,3.78,0.56,0
GC16BS4B0003,516917.682,7498738.546,595.148,2,36,38,412,56.04,5,4.18,0.274,1.08,8.13,0.061,0.13,0.02,0.01,-99,100.01,6.7,1.16,0
GC16BS4B0004,515925.872,7498789.99,518.328,2,6,8,435,47.78,15.71,6.11,0.106,0.02,7.75,0.017,0.3,0.92,0.35,-99,99.98,6.1,1.4,0
GC16BS4B0004,515926.019,7498789.734,516.349,2,8,10,435,51.24,12.31,6.02,0.094,0.02,6.31,0.014,0.4,0.62,0.47,-99,99.82,4.41,1.62,0
GC16BS4B0004,515926.165,7498789.478,514.371,2,10,12,435,48.98,12.6,7.01,0.141,0.01,8.28,0.012,0.38,0.57,0.67,-99,100.05,5.89,2.09,0
GC16BS4B0004,515926.312,7498789.222,512.393,2,12,14,435,60.33,4.75,2.68,0.137,0.02,4.98,0.009,0.09,0.25,0.4,-99,99.85,3.91,0.84,0
GC16BS4B0004,515926.458,7498788.967,510.415,2,14,16,435,63.45,3.29,1.92,0.11,0.01,3.49,0.008,0.05,0.15,0.23,-99,100.19,2.71,0.55,0
GC16BS4B0004,515926.605,7498788.711,508.437,2,16,18,435,52.35,7.92,5.84,0.16,0.02,8.76,0.012,0.2,0.26,1.66,-99,99.99,5.93,2.23,0
GC16BS4B0004,515926.751,7498788.455,506.459,2,18,20,435,54.86,7.28,5.36,0.175,0.03,7.32,0.012,0.17,0.17,0.63,-99,99.92,5.26,1.78,0
GD14BS4B0002,516420.277,7498612.697,566.812,1,0,1,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD14BS4B0002,516420.272,7498612.52,565.828,1,1,2,435,55.08,4.62,5.41,0.074,0.01,10.08,0.041,0.46,0.05,0.02,-99,99.83,8.75,1.01,0
GD14BS4B0002,516420.267,7498612.343,564.843,1,2,3,435,51.7,6.93,7.22,0.086,0.01,10.43,0.035,0.61,0.09,0.04,-99,99.74,8.7,1.4,0
GD14BS4B0002,516420.263,7498612.166,563.859,1,3,4,435,50.55,8.76,7.64,0.09,0.02,9.98,0.032,0.51,0.09,0.03,-99,99.81,8.03,1.67,0
GD14BS4B0002,516420.258,7498611.989,562.875,1,4,5,435,52.97,8.4,5.06,0.096,0.01,9.99,0.035,0.44,0.05,0.01,-99,100.11,8.62,1.09,0
GD14BS4B0002,516420.264,7498611.808,561.892,1,5,6,435,58.54,5.53,2.56,0.092,0.02,8.05,0.025,0.05,0.03,0.01,-99,100.27,7.06,0.77,0
GD14BS4B0002,516420.29,7498611.619,560.91,1,6,7,435,53.28,7.97,4.04,0.144,0.02,10.91,0.041,0.11,0.04,0.005,-99,99.78,9.74,0.87,0
GD14BS4B0002,516420.315,7498611.431,559.928,1,7,8,435,53.16,9.69,4.71,0.163,0.02,8.62,0.04,0.26,0.03,0.005,-99,99.89,7.09,1.21,0
GD14BS4B0002,516420.341,7498611.242,558.947,1,8,9,435,63.67,3.8,1.37,0.079,0.01,3.45,0.02,0.03,0.02,0.01,-99,100,2.81,0.41,0
GD14BS4B0002,516420.366,7498611.053,557.965,1,9,10,435,59.6,6.18,2.66,0.082,0.02,5.44,0.028,0.07,0.04,0.01,-99,99.94,4.5,0.7,0
GD14BS4B0002,516420.392,7498610.864,556.983,1,10,11,435,59.96,5.66,2.57,0.083,0.02,5.52,0.024,0.06,0.06,0.01,-99,99.94,4.57,0.68,0
GD14BS4B0002,516420.417,7498610.676,556.001,1,11,12,435,58.18,7.13,3.65,0.1,0.01,5.27,0.021,0.11,0.03,0.01,-99,99.74,3.89,1.1,0
GD14BS4B0002,516420.443,7498610.487,555.02,1,12,13,435,56.55,7.64,4.8,0.154,0.02,6.06,0.033,0.12,0.05,0.02,-99,100.08,4.33,1.36,0
GD14BS4B0002,516420.468,7498610.298,554.038,1,13,14,435,65.77,2.22,0.9,0.062,0.03,2.57,0.012,0.03,0.03,0.01,-99,100.05,1.92,0.33,0
GD14BS4B0002,516420.494,7498610.109,553.056,1,14,15,435,58.14,6.04,4.44,0.13,0.03,6.09,0.026,0.07,0.03,0.01,-99,100.26,4.56,1.2,0
GD14BS4B0002,516420.516,7498609.921,552.075,1,15,16,435,56.74,6.13,3.63,0.172,0.08,8.24,0.033,0.07,0.05,0.02,-99,99.92,7.06,0.91,0
GD14BS4B0002,516420.536,7498609.734,551.092,1,16,17,435,33.96,23.07,16.46,0.13,0.02,10.93,0.028,0.42,0.1,0.02,-99,100.17,5.56,4.98,0
GD14BS4B0002,516420.555,7498609.546,550.11,1,17,18,435,54.02,5.99,5.36,0.198,0.02,10.2,0.031,0.29,0.12,0.04,-99,99.98,8.97,0.93,0
GD15BS4B0002,525985.217,7502233.149,578.508,1,0,1,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.214,7502232.966,577.525,1,1,2,265,55.54,11.56,2.61,0.109,0.01,5.15,0.024,0.46,0.12,0.31,-99,100.08,4.23,0.66,0
GD15BS4B0002,525985.212,7502232.783,576.542,1,2,3,265,54.81,13.67,2.26,0.091,0.01,4.58,0.068,0.14,0.12,0.27,-99,99.99,3.61,0.59,0
GD15BS4B0002,525985.209,7502232.6,575.559,1,3,4,265,50.31,14.4,3.85,0.106,0.005,8.22,0.168,0.23,0.17,0.3,-99,100.05,6.89,0.7,0
GD15BS4B0002,525985.207,7502232.417,574.576,1,4,5,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.203,7502232.234,573.593,1,5,6,265,49.12,14.46,3.05,0.085,0.005,10.68,0.18,0.39,0.09,0.28,-99,100.13,9.37,0.61,0
GD15BS4B0002,525985.198,7502232.053,572.609,1,6,7,265,53.21,9.12,2.69,0.101,0.005,10.92,0.075,0.27,0.1,0.13,-99,99.98,9.94,0.62,0
GD15BS4B0002,525985.193,7502231.871,571.626,1,7,8,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.188,7502231.689,570.643,1,8,9,265,59.02,4.73,1.52,0.13,0.01,8.8,0.031,0.05,0.05,0.02,-99,100.04,8.16,0.45,0
GD15BS4B0002,525985.183,7502231.507,569.659,1,9,10,265,61.13,4.89,1.3,0.104,0.01,5.99,0.027,0.04,0.04,0.03,-99,100.1,5.45,0.34,0
GD15BS4B0002,525985.178,7502231.325,568.676,1,10,11,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.173,7502231.143,567.693,1,11,12,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.168,7502230.962,566.71,1,12,13,265,61.57,2.31,1.47,0.119,0.005,7.49,0.032,0.03,0.06,0.04,-99,99.89,6.81,0.45,0
GD15BS4B0002,525985.162,7502230.78,565.726,1,13,14,265,58.23,4.11,1.88,0.12,0.01,9.41,0.042,0.94,0.09,0.04,-99,100.28,8.64,0.5,0
GD15BS4B0002,525985.157,7502230.598,564.743,1,14,15,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.152,7502230.417,563.759,1,15,16,265,47.68,8.54,3.76,0.093,0.005,13.78,0.07,0.36,1.74,2.94,-99,100.04,8.94,3.1,0
GD15BS4B0002,525985.146,7502230.236,562.776,1,16,17,265,55.09,6.66,2.67,0.103,0.01,10.83,0.056,0.26,0.2,0.18,-99,100.21,9.83,0.72,0
GD15BS4B0002,525985.14,7502230.056,561.792,1,17,18,265,56.73,4.6,1.75,0.084,0.01,11.14,0.029,0.2,0.37,0.49,-99,100.09,9.77,1.21,0
GD15BS4B0002,525985.134,7502229.876,560.809,1,18,19,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0002,525985.128,7502229.695,559.825,1,19,20,265,59.52,1.8,1.58,0.143,0.01,11.07,0.024,0.07,0.04,0.01,-99,100.17,10.36,0.52,0
GD15BS4B0007,517102.177,7498729.538,618.928,1,0,1,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517102.032,7498729.621,617.942,1,1,2,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517101.886,7498729.704,616.956,1,2,3,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517101.741,7498729.787,615.97,1,3,4,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517101.595,7498729.87,614.985,1,4,5,435,61.66,6.53,1.51,0.058,0.03,3.47,0.024,0.04,0.07,0.1,-99,100.22,2.83,0.49,0
GD15BS4B0007,517101.448,7498729.958,613.999,1,5,6,435,61.2,5.89,1.62,0.051,0.04,4.11,0.026,0.07,0.1,0.35,-99,99.96,3.22,0.73,0
GD15BS4B0007,517101.297,7498730.053,613.015,1,6,7,435,61.36,5.43,1.62,0.054,0.02,4.47,0.026,0.06,0.08,0.08,-99,99.78,3.79,0.5,0
GD15BS4B0007,517101.146,7498730.148,612.031,1,7,8,435,54.74,10.06,3.33,0.049,0.02,7.49,0.043,0.1,0.17,0.35,-99,100.17,5.99,1.29,0
GD15BS4B0007,517100.995,7498730.243,611.047,1,8,9,435,56.11,8.67,3.45,0.071,0.02,6.56,0.035,0.13,0.19,0.29,-99,99.98,5.23,1.11,0
GD15BS4B0007,517100.845,7498730.338,610.063,1,9,10,435,45.94,16.04,5.8,0.08,0.02,10.04,0.048,0.25,0.53,1.24,-99,100.23,7.28,2.51,0
GD15BS4B0007,517100.694,7498730.433,609.079,1,10,11,435,46.92,14.67,6.42,0.116,0.01,9.98,0.051,0.1,0.39,0.43,-99,99.79,7.82,1.87,0
GD15BS4B0007,517100.543,7498730.528,608.095,1,11,12,435,48.4,12.79,5.23,0.116,0.01,10.93,0.061,0.08,0.45,0.64,-99,100.06,8.8,1.85,0
GD15BS4B0007,517100.392,7498730.623,607.111,1,12,13,435,48.9,14,4.44,0.108,0.02,10.41,0.049,0.15,0.23,0.23,-99,100.04,8.82,1.31,0
GD15BS4B0007,517100.241,7498730.718,606.128,1,13,14,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517100.09,7498730.813,605.144,1,14,15,435,51.44,8.9,5.28,0.119,0.01,10.68,0.066,0.15,0.23,0.67,-99,100.15,8.66,1.71,0
GD15BS4B0007,517099.941,7498730.905,604.159,1,15,16,435,58.72,5.21,2.55,0.09,0.02,7.44,0.047,0.11,0.12,0.33,-99,100.21,6.41,0.81,0
GD15BS4B0007,517099.793,7498730.995,603.174,1,16,17,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517099.646,7498731.085,602.189,1,17,18,435,64.17,2.49,0.87,0.084,0.02,4.44,0.022,0.03,0.04,0.03,-99,99.98,4.02,0.28,0
GD15BS4B0007,517099.498,7498731.174,601.204,1,18,19,435,53.61,8.24,4.53,0.084,0.02,9.08,0.048,0.35,0.29,0.3,-99,99.98,7.64,1.21,0
GD15BS4B0007,517099.35,7498731.264,600.219,1,19,20,435,55.49,6.6,2.85,0.098,0.02,10.42,0.049,0.26,0.05,0.04,-99,100.09,9.42,0.71,0
GD15BS4B0007,517099.203,7498731.354,599.234,1,20,21,435,56.53,4.6,3.14,0.118,0.02,10.71,0.034,0.1,0.08,0.04,-99,100,9.69,0.76,0
GD15BS4B0007,517099.055,7498731.444,598.249,1,21,22,435,59.13,4.5,2.74,0.098,0.03,7.78,0.033,0.09,0.1,0.04,-99,100.28,6.9,0.65,0
GD15BS4B0007,517098.908,7498731.533,597.264,1,22,23,435,61.51,3.34,2.16,0.073,0.02,6.09,0.02,0.03,0.06,0.02,-99,99.98,5.26,0.61,0
GD15BS4B0007,517098.76,7498731.623,596.279,1,23,24,435,54.45,6.11,4.87,0.09,0.03,10.55,0.035,0.13,0.12,0.04,-99,100.14,9.16,1.11,0
GD15BS4B0007,517098.612,7498731.713,595.294,1,24,25,435,52.98,6.94,5.47,0.11,0.01,11.12,0.03,0.3,0.12,0.03,-99,100.22,9.43,1.46,0
GD15BS4B0007,517098.468,7498731.801,594.309,1,25,26,435,42.14,15.01,12.26,0.063,0.01,11.58,0.024,0.49,0.14,0.02,-99,100.13,7.66,3.59,0
GD15BS4B0007,517098.326,7498731.889,593.323,1,26,27,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517098.184,7498731.976,592.337,1,27,28,435,57.66,4.13,2.84,0.094,0.02,10.05,0.041,0.09,0.07,0.04,-99,100.13,9.19,0.56,0
GD15BS4B0007,517098.042,7498732.063,591.351,1,28,29,435,48.45,10.2,8.44,0.064,0.01,11.36,0.034,0.18,0.1,0.03,-99,99.99,8.9,2.13,0
GD15BS4B0007,517097.901,7498732.15,590.365,1,29,30,435,48.9,9.97,7.71,0.106,0.01,11.37,0.04,0.25,0.11,0.03,-99,99.91,9.19,1.84,0
GD15BS4B0007,517097.759,7498732.237,589.379,1,30,31,435,49.59,10.12,7.27,0.136,0.02,11.01,0.041,0.2,0.08,0.02,-99,100.17,8.84,1.89,0
GD15BS4B0007,517097.617,7498732.325,588.393,1,31,32,435,57.41,4.42,3.07,0.171,0.02,9.55,0.034,0.07,0.03,0.01,-99,99.8,8.41,0.87,0
GD15BS4B0007,517097.475,7498732.412,587.407,1,32,33,435,57.94,4.7,3.32,0.166,0.01,8.5,0.028,0.09,0.02,0.01,-99,100.01,7.24,0.99,0
GD15BS4B0007,517097.334,7498732.499,586.42,1,33,34,435,62.03,1.73,1.03,0.15,0.01,8.07,0.029,0.03,0.02,0.005,-99,100.06,7.38,0.41,0
GD15BS4B0007,517097.192,7498732.586,585.434,1,34,35,435,60.36,2.5,2.07,0.119,0.02,8.65,0.056,0.08,0.02,0.005,-99,100.13,7.65,0.61,0
GD15BS4B0007,517097.051,7498732.674,584.448,1,35,36,435,60.72,2.25,1.48,0.202,0.02,9.04,0.037,0.02,0.01,0.005,-99,100.24,8.3,0.51,0
GD15BS4B0007,517096.91,7498732.763,583.462,1,36,37,435,60.94,2,1.43,0.181,0.02,9.06,0.038,0.04,0.02,0.005,-99,100.26,8.35,0.46,0
GD15BS4B0007,517096.769,7498732.852,582.476,1,37,38,435,61.47,2.46,1.51,0.126,0.02,7.85,0.027,0.02,0.01,0.005,-99,100.16,7.1,0.52,0
GD15BS4B0007,517096.628,7498732.94,581.49,1,38,39,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0007,517096.487,7498733.029,580.504,1,39,40,435,55.83,6.41,4.78,0.121,0.01,8.04,0.037,0.21,0.02,0.005,-99,99.78,6.25,1.48,0
GD15BS4B0010,524187.052,7500776.7,555.636,1,14,15,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0010,524187.02,7500776.443,554.67,1,15,16,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD15BS4B0010,524186.988,7500776.191,553.703,1,16,17,435,59.42,1.63,2.13,0.11,0.02,10.25,0.027,0.29,0.04,0.01,-99,99.69,9.46,0.57,0
GD15BS4B0010,524186.955,7500775.939,552.736,1,17,18,435,59.37,2.79,3.04,0.095,0.08,8.64,0.03,0.35,0.06,0.02,-99,100.22,7.78,0.66,0
GD15BS4B0010,524186.922,7500775.686,551.769,1,18,19,435,63.1,1.61,1.73,0.105,0.03,5.64,0.021,0.14,0.04,0.01,-99,99.75,4.95,0.46,0
