HOLEID,DEPTH,GAMMA,DENSITY_ACCEPTED,DENSITY,CALIPER,MAG_SUS,GAMMA_D,SI_GEOZONE_GP_D,SI_STRAND_GP_D,SI_STRATIGRAPHY_GP_D
RC17HSTD0009,51.8,,3.21127,3.21127,14.7442,164.644,,732,N2L,MM
RC17HSTD0009,51.9,,3.24323,3.24323,15.0399,164.644,,732,N2L,MM
RC17HSTD0009,52,,3.4141,3.4141,14.199,164.827,,732,N2L,MM
RC17HSTD0009,52.1,,3.07387,3.07387,14.4248,146.796,,732,N2L,MM
RC17HSTD0009,52.2,,2.60455,2.60455,14.3345,119.477,,732,N2L,MM
RC17HSTD0009,52.3,,3.02583,3.02583,13.7982,135.504,,732,N2L,MM
RC17HSTD0009,52.4,,3.54831,3.54831,13.8577,147.524,,732,N2L,MM
RC17HSTD0009,52.5,,3.25305,3.25305,14.8516,145.339,,732,N2L,MM
RC17HSTD0009,52.6,,3.1554,3.1554,13.9534,147.16,,732,N2L,MM
RC17HSTD0009,52.7,,3.03912,3.03912,14.027,159.181,,732,N2L,MM
RC17HSTD0009,52.8,,2.84331,2.84331,14.4107,158.634,,732,N2L,MM
RC17HSTD0009,52.9,,2.78244,2.78244,14.2479,147.524,,732,N2L,MM
RC17HSTD0009,53,,2.94186,2.94186,14.0777,158.452,,732,N2L,MM
RC17HSTD0009,53.1,,3.39864,3.39864,14.2098,164.644,,732,N2L,MM
RC17HSTD0009,53.2,,3.54071,3.54071,14.023,164.644,,732,N2L,MM
RC17HSTD0009,53.3,,3.38591,3.38591,14.1127,164.644,,732,N2L,MM
RC17HSTD0009,53.4,,3.12088,3.12088,13.9023,165.009,,732,N2L,MM
RC17HSTD0009,53.5,,3.12113,3.12113,14.0117,152.988,,732,N2L,MM
RC17HSTD0009,53.6,,3.43563,3.43563,13.6164,171.383,,732,N2L,MM
RC17HSTD0009,53.7,,3.73111,3.73111,13.8089,159.181,,732,N2L,MM
RC17HSTD0009,53.8,,3.76839,3.76839,14.1052,194.149,,732,N2L,MM
RC17HSTD0009,53.9,,3.44994,3.44994,14.3079,184.314,,732,N2L,MM
RC17HSTD0009,54,,3.39169,3.39169,14.2436,182.129,,732,N2L,MM
RC17HSTD0009,54.1,,3.65726,3.65726,14.1214,210.541,,732,N2L,MM
RC17HSTD0009,54.2,,3.34802,3.34802,14.2001,171.019,,732,N2L,MM
RC17HSTD0009,54.3,,3.47681,3.47681,14.0307,182.493,,732,N2L,MM
RC17HSTD0009,54.4,,3.55213,3.55213,14.1124,165.009,,732,N2L,MM
RC17HSTD0009,54.5,,3.33624,3.33624,14.2324,170.473,,732,N2L,MM
RC17HSTD0009,54.6,,3.20635,3.20635,14.1527,165.009,,732,N2L,MM
RC17HSTD0009,54.7,,3.375,3.375,14.2221,184.132,,732,N2L,MM
RC17HSTD0009,54.8,,3.43927,3.43927,14.2306,170.837,,732,N2L,MM
RC17HSTD0009,54.9,,3.46892,3.46892,14.2371,164.644,,732,N2L,MM
RC17HSTD0009,55,,3.52936,3.52936,14.4131,171.201,,732,N2L,MM
RC17HSTD0009,55.1,,3.79212,3.79212,14.4553,176.665,,732,N2L,MM
RC17HSTD0009,55.2,,3.74106,3.74106,14.3876,176.665,,732,N2L,MM
RC17HSTD0009,55.3,,3.54071,3.54071,14.2982,197.245,,732,N2L,MM
RC17HSTD0009,55.4,,3.39864,3.39864,14.6238,176.665,,732,N2L,MM
RC17HSTD0009,55.5,,3.12457,3.12457,14.2825,158.088,,732,N2L,MM
RC17HSTD0009,55.6,,3.1199,3.1199,14.2496,165.009,,732,N2L,MM
RC17HSTD0009,55.7,,3.47195,3.47195,13.9917,199.613,,732,N2L,MM
RC17HSTD0009,55.8,,3.69464,3.69464,14.243,177.758,,732,N2L,MM
RC17HSTD0009,55.9,,3.37672,3.37672,14.3782,170.837,,732,N2L,MM
RC17HSTD0009,56,,3.39053,3.39053,14.379,164.644,,732,N2L,MM
RC17HSTD0009,56.1,,3.37271,3.37271,14.3782,158.088,,732,N2L,MM
RC17HSTD0009,56.2,,3.48352,3.48352,14.0268,158.816,,732,N2L,MM
RC17HSTD0009,56.3,,3.53376,3.53376,14.0781,164.827,,732,N2L,MM
RC17HSTD0009,56.4,,3.73536,3.73536,13.9306,165.009,,732,N2L,MM
RC17HSTD0009,56.5,,3.8123,3.8123,14.1258,158.816,,732,N2L,MM
RC17HSTD0009,56.6,,3.64005,3.64005,14.1107,165.191,,732,N2L,MM
RC17HSTD0009,56.7,,3.37729,3.37729,13.9532,159.181,,732,N2L,MM
RC17HSTD0009,56.8,,3.43712,3.43712,13.7352,152.988,,732,N2L,MM
RC17HSTD0009,56.9,,3.59535,3.59535,13.8887,171.383,,732,N2L,MM
RC17HSTD0009,57,,3.3301,3.3301,14.0073,164.644,,732,N2L,MM
RC17HSTD0009,57.1,,3.2243,3.2243,14.0961,158.816,,732,N2L,MM
RC17HSTD0009,57.2,,3.28474,3.28474,14.4572,165.009,,732,N2L,MM
RC17HSTD0009,57.3,,3.4386,3.4386,14.1657,165.009,,732,N2L,MM
RC17HSTD0009,57.4,,3.60124,3.60124,14.1145,153.352,,732,N2L,MM
RC17HSTD0009,57.5,,3.50412,3.50412,14.0428,158.452,,732,N2L,MM
RC17HSTD0009,57.6,,3.10255,3.10255,14.0246,159.363,,732,N2L,MM
RC17HSTD0009,57.7,,3.19295,3.19295,14.3133,164.827,,732,N2L,MM
RC17HSTD0009,57.8,,3.4668,3.4668,14.1231,153.352,,732,N2L,MM
RC17HSTD0009,57.9,,3.63704,3.63704,13.936,141.332,,732,N2L,MM
RC17HSTD0009,58,,3.75579,3.75579,13.8985,164.827,,732,N2L,MM
RC17HSTD0009,58.1,,3.56588,3.56588,13.878,147.16,,752,NE1,MM
RC17HSTD0009,58.2,,3.18553,3.18553,13.6769,135.868,,752,NE1,MM
RC17HSTD0009,58.3,,3.34184,3.34184,13.9323,171.201,,752,NE1,MM
RC17HSTD0009,58.4,,3.39806,3.39806,14.1812,170.473,,752,NE1,MM
RC17HSTD0009,58.5,,3.33121,3.33121,14.0574,164.827,,752,NE1,MM
RC17HSTD0009,58.6,,3.24933,3.24933,13.9727,159.181,,752,NE1,MM
RC17HSTD0009,58.7,,2.69378,2.69378,14.1825,165.009,,752,NE1,MM
RC17HSTD0009,58.8,,2.95427,2.95427,14.5542,151.895,,752,NE1,MM
RC17HSTD0009,58.9,,3.14564,3.14564,15.2477,153.352,,752,NE1,MM
RC17HSTD0009,59,,2.84372,2.84372,14.8946,159.181,,752,NE1,MM
RC17HSTD0009,59.1,,2.72217,2.72217,14.9891,113.102,,752,NE1,MM
RC17HSTD0009,59.2,,2.48896,2.48896,14.8012,135.868,,752,NE1,MM
RC17HSTD0009,59.3,,2.95205,2.95205,13.9518,170.108,,752,NE1,MM
RC17HSTD0009,59.4,,3.67327,3.67327,13.9734,209.995,,752,NE1,MM
RC17HSTD0009,59.5,,3.88047,3.88047,14.002,217.462,,752,NE1,MM
RC17HSTD0009,59.6,,3.66644,3.66644,14.2847,176.301,,752,NE1,MM
RC17HSTD0009,59.7,,3.35735,3.35735,13.9682,145.339,,752,NE1,MM
RC17HSTD0009,59.8,,3.73323,3.73323,13.9921,188.321,,752,NE1,MM
RC17HSTD0009,59.9,,4.09563,4.09563,14.0788,197.245,,752,NE1,MM
RC17HSTD0009,60,,3.80023,3.80023,14.1768,240.774,,752,NE1,MM
RC17HSTD0009,60.1,,3.2742,3.2742,14.3702,193.785,,751,NE1,MM
RC17HSTD0009,60.2,,3.26319,3.26319,14.5127,164.827,,751,NE1,MM
RC17HSTD0009,60.3,,3.40854,3.40854,14.3427,158.816,,751,NE1,MM
RC17HSTD0009,60.4,,3.3176,3.3176,14.5252,158.816,,751,NE1,MM
RC17HSTD0009,60.5,,3.52873,3.52873,14.5057,165.009,,751,NE1,MM
RC17HSTD0009,60.6,,3.44367,3.44367,14.6966,152.988,,751,NE1,MM
RC17HSTD0009,60.7,,3.05109,3.05109,14.5211,147.16,,751,NE1,MM
RC17HSTD0009,60.8,,3.18732,3.18732,14.8192,170.473,,751,NE1,MM
RC17HSTD0009,60.9,,3.53755,3.53755,14.7939,199.067,,751,NE1,MM
RC17HSTD0009,61,,3.40242,3.40242,14.7599,170.473,,751,NE1,MM
RC17HSTD0009,61.1,,2.91667,2.91667,14.7652,152.442,,751,NE1,MM
RC17HSTD0009,61.2,,2.871,2.871,14.7235,152.624,,751,NE1,MM
RC17HSTD0009,61.3,,,3.20273,16.7041,144.428,,751,NE1,MM
RC17HSTD0009,61.4,,2.81748,2.81748,14.6954,122.937,,751,NE1,MM
RC17HSTD0009,61.5,,3.08996,3.08996,14.0203,146.796,,751,NE1,MM
RC17HSTD0009,61.6,,3.27852,3.27852,13.8399,138.6,,751,NE1,MM
RC17HSTD0009,61.7,,3.52779,3.52779,13.8635,152.988,,751,NE1,MM
RC17HSTD0009,61.8,,3.46166,3.46166,13.762,152.624,,751,NE1,MM
RC17HSTD0009,61.9,,2.93526,2.93526,13.8546,132.226,,751,NE1,MM
RC17HSTD0009,62,,2.73537,2.73537,14.1572,141.332,,751,NE1,MM
RC17HSTD0009,62.1,,2.85416,2.85416,13.9137,129.676,,751,NE1,MM
RC17HSTD0009,62.2,,2.95072,2.95072,14.0834,210.177,,751,NE1,MM
RC17HSTD0009,62.3,,3.11622,3.11622,13.8417,257.53,,751,NE1,MM
RC17HSTD0009,62.4,,3.1199,3.1199,13.802,145.157,,751,NE1,MM
RC17HSTD0009,62.5,,3.21283,3.21283,13.705,170.473,,751,NE1,MM
RC17HSTD0009,62.6,,3.30438,3.30438,13.7411,211.269,,751,NE1,MM
RC17HSTD0009,62.7,,3.23374,3.23374,13.6788,378.282,,751,NE1,MM
RC17HSTD0009,62.8,,3.21852,3.21852,13.6317,2845.22,,751,NE1,MM
RC17HSTD0009,62.9,,3.25464,3.25464,13.7771,1301.13,,751,NE1,MM
RC17HSTD0009,63,,3.26239,3.26239,13.8353,216.369,,751,NE1,MM
RC17HSTD0009,63.1,,3.38995,3.38995,13.8564,269.551,,751,NE1,MM
RC17HSTD0009,63.2,,3.2196,3.2196,13.6761,222.744,,751,NE1,MM
RC17HSTD0009,63.3,,2.99775,2.99775,13.5558,263.176,,751,NE1,MM
RC17HSTD0009,63.4,,2.86193,2.86193,14.0393,222.561,,751,NE1,MM
RC17HSTD0009,63.5,,2.96991,2.96991,14.0002,164.462,,751,NE1,MM
RC17HSTD0009,63.6,,2.99593,2.99593,14.349,187.957,,751,NE1,MM
RC17HSTD0009,63.7,,2.93548,2.93548,14.0767,151.531,,751,NE1,MM
RC17HSTD0009,63.8,,2.79452,2.79452,14.3905,152.442,,751,NE1,MM
RC17HSTD0009,63.9,,2.8672,2.8672,14.0299,187.957,,751,NE1,MM
RC17HSTD0009,64,,2.95561,2.95561,13.8695,222.744,,751,NE1,MM
RC17HSTD0009,64.1,,3.08827,3.08827,14.1508,211.269,,751,NE1,MM
RC17HSTD0009,64.2,,2.95294,2.95294,14.0124,182.129,,751,NE1,MM
RC17HSTD0009,64.3,,2.95472,2.95472,13.8764,339.306,,751,NE1,MM
RC17HSTD0009,64.4,,3.0691,3.0691,14.1777,257.894,,751,NE1,MM
RC17HSTD0009,64.5,,3.02328,3.02328,14.0088,119.477,,751,NE1,MM
RC17HSTD0009,64.6,,3.0175,3.0175,13.9728,170.108,,751,NE1,MM
RC17HSTD0009,64.7,,3.10693,3.10693,13.8451,199.977,,751,NE1,MM
RC17HSTD0009,64.8,,3.00087,3.00087,13.6812,280.843,,751,NE1,MM
RC17HSTD0009,64.9,,3.0431,3.0431,13.5247,700.832,,751,NE1,MM
RC17HSTD0009,65,,2.87991,2.87991,13.4563,805.556,,751,NE1,MM
RC17HSTD0009,65.1,,2.92846,2.92846,13.5638,1021.38,,751,NE1,MM
RC17HSTD0009,65.2,,2.96655,2.96655,13.7465,363.165,,751,NE1,MM
RC17HSTD0009,65.3,,2.95116,2.95116,13.8888,274.832,,751,NE1,MM
RC17HSTD0009,65.4,,2.81689,2.81689,13.9673,683.347,,751,NE1,MM
RC17HSTD0009,65.5,,2.87354,2.87354,13.9453,319.818,,751,NE1,MM
RC17HSTD0009,65.6,,2.8863,2.8863,13.9246,281.207,,751,NE1,MM
RC17HSTD0009,65.7,,2.82448,2.82448,13.8716,560.592,,751,NE1,MM
RC17HSTD0009,65.8,,2.8251,2.8251,13.7689,487.923,,751,NE1,MM
RC17HSTD0009,65.9,,2.92889,2.92889,14.0173,1301.13,,751,NE1,MM
RC17HSTD0009,66,,2.8895,2.8895,14.018,287.399,,751,NE1,MM
RC17HSTD0009,66.1,,2.78746,2.78746,14.1783,138.418,,751,NE1,MM
RC17HSTD0009,66.2,,2.74104,2.74104,14.1682,344.952,,751,NE1,MM
RC17HSTD0009,66.3,,2.87036,2.87036,13.9012,364.804,,751,NE1,MM
RC17HSTD0009,66.4,,3.01012,3.01012,13.7325,158.452,,751,NE1,MM
RC17HSTD0009,66.5,,2.89336,2.89336,13.7954,409.061,,751,NE1,MM
RC17HSTD0009,66.6,,2.66699,2.66699,13.6097,662.402,,751,NE1,MM
RC17HSTD0009,66.7,,2.75538,2.75538,13.601,263.176,,751,NE1,MM
RC17HSTD0009,66.8,,3.08274,3.08274,13.6645,966.922,,751,NE1,MM
RC17HSTD0009,66.9,,3.21777,3.21777,13.948,1737.87,,751,NE1,MM
RC17HSTD0009,67,,3.02769,3.02769,13.9809,1200.41,,751,NE1,MM
RC17HSTD0009,67.1,,3.10986,3.10986,14.0039,863.655,,751,NE1,MM
RC17HSTD0009,67.2,,3.00805,3.00805,14.2581,175.754,,751,NE1,MM
RC17HSTD0009,67.3,,2.91255,2.91255,14.1558,177.029,,751,NE1,MM
RC17HSTD0009,67.4,,2.90951,2.90951,13.9704,210.905,,751,NE1,MM
RC17HSTD0009,67.5,,2.50518,2.50518,14.2199,164.28,,751,NE1,MM
RC17HSTD0009,67.6,,2.74652,2.74652,13.7478,135.14,,751,NE1,MM
RC17HSTD0009,67.7,,,3.2769,16.2687,169.926,,751,NE1,MM
RC17HSTD0009,67.8,,3.42144,3.42144,15.1789,235.128,,751,NE1,MM
RC17HSTD0009,67.9,,3.35763,3.35763,14.0961,135.14,,751,NE1,MM
RC17HSTD0009,68,,2.95538,2.95538,13.8382,131.133,,751,NE1,MM
RC17HSTD0009,68.1,,2.99775,2.99775,13.675,152.624,,751,NE1,MM
RC17HSTD0009,68.2,,3.09673,3.09673,13.7318,303.973,,751,NE1,MM
RC17HSTD0009,68.3,,2.88483,2.88483,13.9092,157.177,,751,NE1,MM
RC17HSTD0009,68.4,,2.72507,2.72507,14.2553,123.483,,751,NE1,MM
RC17HSTD0009,68.5,,2.77943,2.77943,14.3138,123.483,,751,NE1,MM
RC17HSTD0009,68.6,,2.74319,2.74319,13.8381,125.487,,751,NE1,MM
RC17HSTD0009,68.7,,2.78434,2.78434,14.1244,146.796,,751,NE1,MM
RC17HSTD0009,68.8,,2.87906,2.87906,14.0218,118.748,,751,NE1,MM
RC17HSTD0009,68.9,,2.80811,2.80811,14.1231,129.311,,751,NE1,MM
RC17HSTD0009,69,,2.84172,2.84172,14.018,170.473,,751,NE1,MM
RC17HSTD0009,69.1,,3.12301,3.12301,13.9528,147.16,,751,NE1,MM
RC17HSTD0009,69.2,,,3.43358,11.8265,122.937,,751,NE1,MM
RC17HSTD0009,69.3,,,3.16934,,151.349,,751,NE1,MM
RC17HSTD0009,69.4,,,2.57984,,138.236,,751,NE1,MM
RC17HSTD0010,0,,,,,,,11,DI,DET
RC17HSTD0010,0.1,,,,,,,11,DI,DET
RC17HSTD0010,0.2,,,,,,,11,DI,DET
RC17HSTD0010,0.3,,,,,,,11,DI,DET
RC17HSTD0010,0.4,,,,,,,11,DI,DET
RC17HSTD0010,0.5,,,,,,,11,DI,DET
RC17HSTD0010,0.6,,,,,,,11,DI,DET
RC17HSTD0010,0.7,,,,,,,11,DI,DET
RC17HSTD0010,0.8,,,,,,,11,DI,DET
RC17HSTD0010,0.9,,,,,,,11,DI,DET
RC17HSTD0010,1,,,,,,,11,DI,DET
RC17HSTD0010,1.1,,,,,,,11,DI,DET
RC17HSTD0010,1.2,,,,,114.741,,11,DI,DET
RC17HSTD0010,1.3,,,,15.3339,110.916,,11,DI,DET
RC17HSTD0010,1.4,,,,14.3143,111.281,,11,DI,DET
RC17HSTD0010,1.5,,3.12191,3.12191,14.1691,105.453,,11,DI,DET
RC17HSTD0010,1.6,,2.8061,2.8061,14.2032,105.27,,11,DI,DET
RC17HSTD0010,1.7,,2.48292,2.48292,14.0988,98.3496,,11,DI,DET
RC17HSTD0010,1.8,,3.38899,3.38899,14.1148,111.281,,11,DI,DET
RC17HSTD0010,1.9,,3.49138,3.49138,13.8806,111.281,,11,DI,DET
RC17HSTD0010,2,,3.25888,3.25888,13.7422,111.645,,11,DI,DET
RC17HSTD0010,2.1,,3.10078,3.10078,13.6184,111.463,,11,DI,DET
RC17HSTD0010,2.2,,2.69435,2.69435,13.9254,111.099,,11,DI,DET
RC17HSTD0010,2.3,,2.70083,2.70083,14.6234,118.384,,11,DI,DET
RC17HSTD0010,2.4,,3.02189,3.02189,14.1176,163.734,,11,DI,DET
RC17HSTD0010,2.5,,3.13594,3.13594,14.3023,409.061,,11,DI,DET
RC17HSTD0010,2.6,,3.1258,3.1258,14.5953,262.812,,11,DI,DET
RC17HSTD0010,2.7,,3.09988,3.09988,14.4138,367.718,,11,DI,DET
RC17HSTD0010,2.8,,3.23032,3.23032,15.0519,233.671,,11,DI,DET
RC17HSTD0010,2.9,,3.06173,3.06173,14.242,247.331,,11,DI,DET
RC17HSTD0010,3,,2.88353,2.88353,14.1292,210.359,,11,DI,DET
RC17HSTD0010,3.1,,2.83253,2.83253,14.0742,216.187,,11,DI,DET
RC17HSTD0010,3.2,,2.9866,2.9866,15.2555,361.344,,11,DI,DET
RC17HSTD0010,3.3,,3.05345,3.05345,14.7686,169.198,,11,DI,DET
RC17HSTD0010,3.4,,,2.60203,16.33,140.239,,11,DI,DET
RC17HSTD0010,3.5,,,2.12998,16.0939,122.755,,11,DI,DET
RC17HSTD0010,3.6,,2.1889,2.1889,14.2657,123.301,,11,DI,DET
RC17HSTD0010,3.7,,1.63952,1.63952,15.3627,111.463,,11,DI,DET
RC17HSTD0010,3.8,,,1.63285,16.7924,111.645,,11,DI,DET
RC17HSTD0010,3.9,,,2.18596,16.7367,105.817,,11,DI,DET
RC17HSTD0010,4,,2.73615,2.73615,14.4756,111.099,,11,DI,DET
RC17HSTD0010,4.1,,2.81484,2.81484,14.6092,118.019,,11,DI,DET
RC17HSTD0010,4.2,,2.40821,2.40821,14.4482,123.301,,11,DI,DET
RC17HSTD0010,4.3,,2.31127,2.31127,14.1796,105.999,,11,DI,DET
RC17HSTD0010,4.4,,2.36051,2.36051,13.8915,111.645,,11,DI,DET
RC17HSTD0010,4.5,,2.6375,2.6375,14.2344,111.463,,11,DI,DET
RC17HSTD0010,4.6,,3.19938,3.19938,14.6922,134.957,,11,DI,DET
RC17HSTD0010,4.7,,3.35141,3.35141,14.3238,123.483,,11,DI,DET
RC17HSTD0010,4.8,,2.67036,2.67036,14.6245,105.817,,11,DI,DET
RC17HSTD0010,4.9,,1.94732,1.94732,14.5618,111.463,,11,DI,DET
RC17HSTD0010,5,,,1.9244,16.068,111.645,,11,DI,DET
RC17HSTD0010,5.1,,,1.55042,18.1496,105.817,,11,DI,DET
RC17HSTD0010,5.2,,,1.65013,18.6303,111.827,,11,DI,DET
RC17HSTD0010,5.3,,2.09856,2.09856,14.4823,131.133,,11,DI,DET
RC17HSTD0010,5.4,,2.35911,2.35911,14.9254,111.645,,11,DI,DET
RC17HSTD0010,5.5,,2.36696,2.36696,14.7412,117.473,,11,DI,DET
RC17HSTD0010,5.6,,2.11742,2.11742,14.8099,105.999,,11,DI,DET
RC17HSTD0010,5.7,,,1.59161,15.673,111.827,,11,DI,DET
RC17HSTD0010,5.8,,,1.68369,19.9327,111.645,,11,DI,DET
RC17HSTD0010,5.9,,,2.14346,17.1763,111.645,,11,DI,DET
RC17HSTD0010,6,,2.33718,2.33718,14.4336,111.827,,11,DI,DET
RC17HSTD0010,6.1,,1.63576,1.63576,14.3535,111.827,,785,NE1,MM
RC17HSTD0010,6.2,,,1.56175,17.3809,111.827,,785,NE1,MM
RC17HSTD0010,6.3,,,2.06374,18.1032,111.645,,785,NE1,MM
RC17HSTD0010,6.4,,2.3999,2.3999,15.6035,117.473,,785,NE1,MM
RC17HSTD0010,6.5,,,2.73122,15.6866,137.689,,785,NE1,MM
RC17HSTD0010,6.6,,2.71464,2.71464,14.9984,123.301,,785,NE1,MM
RC17HSTD0010,6.7,,2.39516,2.39516,15.0548,111.645,,785,NE1,MM
RC17HSTD0010,6.8,,,2.31885,17.7983,117.655,,785,NE1,MM
RC17HSTD0010,6.9,,,1.69619,20.32,98.7138,,785,NE1,MM
RC17HSTD0010,7,,,1.61905,20.32,112.191,,785,NE1,MM
RC17HSTD0010,7.1,,,2.00593,17.0724,111.827,,785,NE1,MM
RC17HSTD0010,7.2,,2.07452,2.07452,14.776,118.384,,785,NE1,MM
RC17HSTD0010,7.3,,2.15035,2.15035,14.5776,129.311,,785,NE1,MM
RC17HSTD0010,7.4,,2.19961,2.19961,14.5918,129.311,,785,NE1,MM
RC17HSTD0010,7.5,,2.24785,2.24785,15.027,118.019,,785,NE1,MM
RC17HSTD0010,7.6,,2.4172,2.4172,14.5393,141.332,,785,NE1,MM
RC17HSTD0010,7.7,,2.326,2.326,14.6659,150.803,,785,NE1,MM
RC17HSTD0010,7.8,,2.33957,2.33957,14.5802,141.696,,785,NE1,MM
RC17HSTD0010,7.9,,2.23577,2.23577,15.1161,135.504,,785,NE1,MM
RC17HSTD0010,8,,2.20192,2.20192,14.8928,147.16,,785,NE1,MM
RC17HSTD0010,8.1,,2.12606,2.12606,14.7763,141.878,,785,NE1,MM
RC17HSTD0010,8.2,,2.07596,2.07596,14.7489,131.679,,785,NE1,MM
RC17HSTD0010,8.3,,2.28298,2.28298,15.0372,129.311,,785,NE1,MM
RC17HSTD0010,8.4,,,1.88684,16.2188,118.384,,785,NE1,MM
RC17HSTD0010,8.5,,1.85107,1.85107,15.2272,112.191,,785,NE1,MM
RC17HSTD0010,8.6,,,2.00643,15.8083,112.191,,785,NE1,MM
RC17HSTD0010,8.7,,,1.73029,16.1404,106.363,,785,NE1,MM
RC17HSTD0010,8.8,,,1.82052,15.7617,112.556,,785,NE1,MM
RC17HSTD0010,8.9,,,1.98343,15.7228,106.363,,785,NE1,MM
RC17HSTD0010,9,,,1.76093,16.8964,112.373,,785,NE1,MM
RC17HSTD0010,9.1,,,1.9409,17.2156,129.676,,785,NE1,MM
RC17HSTD0010,9.2,,,2.32569,16.9475,124.212,,785,NE1,MM
RC17HSTD0010,9.3,,,2.09945,17.7623,112.738,,785,NE1,MM
RC17HSTD0010,9.4,,,1.69098,18.2882,86.6933,,785,NE1,MM
RC17HSTD0010,9.5,,,1.16896,19.9584,100.899,,785,NE1,MM
RC17HSTD0010,9.6,,,1.33745,19.9479,101.081,,785,NE1,MM
RC17HSTD0010,9.7,,,1.44803,20.1708,112.738,,785,NE1,MM
RC17HSTD0010,9.8,,,1.20445,20.32,112.556,,785,NE1,MM
RC17HSTD0010,9.9,,,1.69244,20.32,130.222,,785,NE1,MM
RC17HSTD0010,10,,,1.88368,19.6763,124.394,,785,NE1,MM
RC17HSTD0010,10.1,,,1.78672,16.9997,112.556,,785,NE1,MM
RC17HSTD0010,10.2,,,1.76935,16.9171,105.999,,785,NE1,MM
RC17HSTD0010,10.3,,,1.88779,16.3478,105.817,,785,NE1,MM
RC17HSTD0010,10.4,,2.03679,2.03679,15.302,106.91,,785,NE1,MM
RC17HSTD0010,10.5,,2.06406,2.06406,15.1169,112.738,,785,NE1,MM
RC17HSTD0010,10.6,,1.67633,1.67633,15.2657,107.274,,785,NE1,MM
RC17HSTD0010,10.7,,1.86519,1.86519,15.5487,112.738,,785,NE1,MM
RC17HSTD0010,10.8,,1.90178,1.90178,15.2926,112.738,,785,NE1,MM
RC17HSTD0010,10.9,,1.91472,1.91472,15.042,112.738,,785,NE1,MM
RC17HSTD0010,11,,2.08043,2.08043,14.6588,113.102,,785,NE1,MM
RC17HSTD0010,11.1,,2.11684,2.11684,15.1341,118.93,,785,NE1,MM
RC17HSTD0010,11.2,,2.1868,2.1868,14.8624,112.92,,785,NE1,MM
RC17HSTD0010,11.3,,2.47827,2.47827,15.1979,124.394,,785,NE1,MM
RC17HSTD0010,11.4,,2.54871,2.54871,14.8149,118.566,,785,NE1,MM
RC17HSTD0010,11.5,,2.48141,2.48141,14.901,124.758,,785,NE1,MM
RC17HSTD0010,11.6,,2.316,2.316,15.2158,138.964,,785,NE1,MM
RC17HSTD0010,11.7,,,1.86172,15.783,159.363,,785,NE1,MM
RC17HSTD0010,11.8,,,1.81902,16.0708,182.675,,785,NE1,MM
RC17HSTD0010,11.9,,,1.94017,15.7971,223.836,,785,NE1,MM
RC17HSTD0010,12,,,2.15939,16.3305,132.59,,785,NE1,MM
RC17HSTD0010,12.1,,,2.34248,16.3724,148.071,,761,MAC,MM
RC17HSTD0010,12.2,,2.21795,2.21795,15.2066,118.566,,761,MAC,MM
RC17HSTD0010,12.3,,2.29682,2.29682,14.5996,124.758,,761,MAC,MM
RC17HSTD0010,12.4,,2.29458,2.29458,14.4851,136.414,,761,MAC,MM
RC17HSTD0010,12.5,,2.10763,2.10763,14.0319,158.27,,761,MAC,MM
RC17HSTD0010,12.6,,2.29109,2.29109,14.8692,142.243,,761,MAC,MM
RC17HSTD0010,12.7,,2.41753,2.41753,14.2336,136.414,,761,MAC,MM
RC17HSTD0010,12.8,,2.58644,2.58644,14.4596,136.597,,761,MAC,MM
RC17HSTD0010,12.9,,2.81976,2.81976,14.6638,148.253,,761,MAC,MM
RC17HSTD0010,13,,2.78244,2.78244,14.6981,139.146,,761,MAC,MM
RC17HSTD0010,13.1,,2.66886,2.66886,15.6096,124.758,,761,MAC,MM
RC17HSTD0010,13.2,,2.45418,2.45418,15.2116,118.93,,761,MAC,MM
RC17HSTD0010,13.3,,2.34965,2.34965,15.2217,130.768,,761,MAC,MM
RC17HSTD0010,13.4,,,2.18067,15.7943,119.112,,761,MAC,MM
RC17HSTD0010,13.5,,,2.05289,17.8939,112.738,,761,MAC,MM
RC17HSTD0010,13.6,,,1.67728,17.5318,107.274,,761,MAC,MM
RC17HSTD0010,13.7,,1.92746,1.92746,15.4581,125.305,,761,MAC,MM
RC17HSTD0010,13.8,,,2.15622,17.3751,153.899,,761,MAC,MM
RC17HSTD0010,13.9,,,2.11071,20.32,119.112,,761,MAC,MM
RC17HSTD0010,14,,,2.15856,16.8558,112.738,,761,MAC,MM
RC17HSTD0010,14.1,,2.13814,2.13814,15.4319,113.648,,761,MAC,MM
RC17HSTD0010,14.2,,2.33275,2.33275,15.2898,119.477,,761,MAC,MM
RC17HSTD0010,14.3,,2.15154,2.15154,15.0624,107.274,,761,MAC,MM
RC17HSTD0010,14.4,,2.03936,2.03936,15.2648,113.102,,761,MAC,MM
RC17HSTD0010,14.5,,,2.22482,16.022,113.648,,761,MAC,MM
RC17HSTD0010,14.6,,,2.43063,15.7481,130.768,,761,MAC,MM
RC17HSTD0010,14.7,,,2.85291,15.6533,154.081,,761,MAC,MM
RC17HSTD0010,14.8,,,2.96498,17.2415,139.146,,761,MAC,MM
RC17HSTD0010,14.9,,,2.94584,16.6347,142.425,,761,MAC,MM
RC17HSTD0010,15,,2.84789,2.84789,14.5704,136.961,,761,MAC,MM
RC17HSTD0010,15.1,,,2.61594,15.7661,119.112,,761,MAC,MM
