HOLEID,DEPTH,GAMMA,DENSITY_ACCEPTED,DENSITY,CALIPER,MAG_SUS,GAMMA_D,SI_GEOZONE_GP_D,SI_STRAND_GP_D,SI_STRATIGRAPHY_GP_D
RC17HSTD0008,56.6,,3.54539,3.54539,15.056,104.906,,732,N2L,MM
RC17HSTD0008,56.7,,3.50535,3.50535,14.7026,138.418,,732,N2L,MM
RC17HSTD0008,56.8,,3.49179,3.49179,14.6325,150.256,,732,N2L,MM
RC17HSTD0008,56.9,,3.56988,3.56988,14.6708,127.126,,732,N2L,MM
RC17HSTD0008,57,,3.53692,3.53692,14.6574,111.463,,732,N2L,MM
RC17HSTD0008,57.1,,3.3605,3.3605,14.8607,115.47,,732,N2L,MM
RC17HSTD0008,57.2,,3.3212,3.3212,14.783,105.088,,732,N2L,MM
RC17HSTD0008,57.3,,3.48138,3.48138,14.9706,137.325,,732,N2L,MM
RC17HSTD0008,57.4,,3.32524,3.32524,14.8614,103.813,,732,N2L,MM
RC17HSTD0008,57.5,,3.38217,3.38217,15.0003,105.088,,732,N2L,MM
RC17HSTD0008,57.6,,3.57102,3.57102,14.9671,115.652,,732,N2L,MM
RC17HSTD0008,57.7,,3.2823,3.2823,15.0605,131.133,,732,N2L,MM
RC17HSTD0008,57.8,,2.89911,2.89911,14.7221,130.951,,732,N2L,MM
RC17HSTD0008,57.9,,2.93922,2.93922,14.489,97.9853,,732,N2L,MM
RC17HSTD0008,58,,3.0722,3.0722,14.4458,111.463,,732,N2L,MM
RC17HSTD0008,58.1,,2.82204,2.82204,14.7106,110.188,,732,N2L,MM
RC17HSTD0008,58.2,,2.86614,2.86614,14.6625,105.27,,732,N2L,MM
RC17HSTD0008,58.3,,3.31125,3.31125,14.6857,105.088,,732,N2L,MM
RC17HSTD0008,58.4,,3.36967,3.36967,14.8522,115.47,,732,N2L,MM
RC17HSTD0008,58.5,,3.43089,3.43089,14.9915,111.463,,732,N2L,MM
RC17HSTD0008,58.6,,3.58103,3.58103,14.7038,121.298,,732,N2L,MM
RC17HSTD0008,58.7,,3.19581,3.19581,14.737,104.906,,732,N2L,MM
RC17HSTD0008,58.8,,2.6728,2.6728,14.9689,92.3393,,732,N2L,MM
RC17HSTD0008,58.9,,2.56465,2.56465,15.003,79.226,,732,N2L,MM
RC17HSTD0008,59,,2.67533,2.67533,15.3255,163.552,,732,N2L,MM
RC17HSTD0008,59.1,,3.00691,3.00691,14.4441,307.98,,732,N2L,MM
RC17HSTD0008,59.2,,3.51218,3.51218,14.3213,143.7,,732,N2L,MM
RC17HSTD0008,59.3,,3.72368,3.72368,14.4748,127.308,,732,N2L,MM
RC17HSTD0008,59.4,,3.58424,3.58424,14.4518,137.507,,732,N2L,MM
RC17HSTD0008,59.5,,3.78698,3.78698,14.5569,132.954,,732,N2L,MM
RC17HSTD0008,59.6,,3.6735,3.6735,14.4745,150.438,,732,N2L,MM
RC17HSTD0008,59.7,,3.66678,3.66678,14.4977,163.916,,732,N2L,MM
RC17HSTD0008,59.8,,3.38966,3.38966,14.529,167.923,,732,N2L,MM
RC17HSTD0008,59.9,,3.01286,3.01286,14.595,124.576,,732,N2L,MM
RC17HSTD0008,60,,3.30164,3.30164,14.2027,132.954,,732,N2L,MM
RC17HSTD0008,60.1,,3.5001,3.5001,14.8167,260.626,,732,N2L,MM
RC17HSTD0008,60.2,,3.29587,3.29587,14.5867,228.207,,732,N2L,MM
RC17HSTD0008,60.3,,3.45745,3.45745,14.8615,150.985,,732,N2L,MM
RC17HSTD0008,60.4,,3.64173,3.64173,14.6738,183.222,,732,N2L,MM
RC17HSTD0008,60.5,,3.30713,3.30713,14.6847,132.954,,732,N2L,MM
RC17HSTD0008,60.6,,3.48535,3.48535,14.4744,131.133,,732,N2L,MM
RC17HSTD0008,60.7,,3.31594,3.31594,14.3985,144.792,,732,N2L,MM
RC17HSTD0008,60.8,,3.05852,3.05852,14.5098,118.019,,732,N2L,MM
RC17HSTD0008,60.9,,3.25438,3.25438,14.3386,121.298,,732,N2L,MM
RC17HSTD0008,61,,3.21725,3.21725,14.5381,144.064,,732,N2L,MM
RC17HSTD0008,61.1,,3.24508,3.24508,14.4009,150.438,,732,N2L,MM
RC17HSTD0008,61.2,,3.34156,3.34156,14.2675,137.507,,732,N2L,MM
RC17HSTD0008,61.3,,3.20946,3.20946,14.621,144.064,,732,N2L,MM
RC17HSTD0008,61.4,,2.88435,2.88435,14.4671,132.954,,732,N2L,MM
RC17HSTD0008,61.5,,3.13148,3.13148,14.6591,137.689,,732,N2L,MM
RC17HSTD0008,61.6,,3.33848,3.33848,14.7725,197.245,,732,N2L,MM
RC17HSTD0008,61.7,,3.28017,3.28017,14.631,176.483,,732,N2L,MM
RC17HSTD0008,61.8,,3.13173,3.13173,14.5713,137.689,,732,N2L,MM
RC17HSTD0008,61.9,,3.41997,3.41997,14.4622,110.188,,732,N2L,MM
RC17HSTD0008,62,,3.68228,3.68228,14.4142,131.315,,732,N2L,MM
RC17HSTD0008,62.1,,3.53723,3.53723,14.4056,127.308,,732,N2L,MM
RC17HSTD0008,62.2,,3.40126,3.40126,14.6828,137.507,,732,N2L,MM
RC17HSTD0008,62.3,,3.2001,3.2001,14.7427,131.133,,732,N2L,MM
RC17HSTD0008,62.4,,3.25119,3.25119,14.4191,109.824,,732,N2L,MM
RC17HSTD0008,62.5,,3.08298,3.08298,14.5734,144.246,,732,N2L,MM
RC17HSTD0008,62.6,,3.21361,3.21361,14.6236,138.964,,732,N2L,MM
RC17HSTD0008,62.7,,3.58233,3.58233,14.7145,124.576,,732,N2L,MM
RC17HSTD0008,62.8,,3.49609,3.49609,14.6249,121.48,,732,N2L,MM
RC17HSTD0008,62.9,,2.7375,2.7375,14.7211,92.5214,,732,N2L,MM
RC17HSTD0008,63,,2.66493,2.66493,14.6096,92.5214,,732,N2L,MM
RC17HSTD0008,63.1,,2.86256,2.86256,15.1375,115.652,,732,N2L,MM
RC17HSTD0008,63.2,,2.98444,2.98444,15.0949,137.689,,732,N2L,MM
RC17HSTD0008,63.3,,2.84706,2.84706,15.0186,139.329,,732,N2L,MM
RC17HSTD0008,63.4,,3.14365,3.14365,15.1328,124.94,,732,N2L,MM
RC17HSTD0008,63.5,,3.10926,3.10926,14.8928,110.188,,732,N2L,MM
RC17HSTD0008,63.6,,3.03678,3.03678,14.8429,131.497,,732,N2L,MM
RC17HSTD0008,63.7,,3.09092,3.09092,14.5106,118.202,,732,N2L,MM
RC17HSTD0008,63.8,,2.98746,2.98746,14.7306,132.954,,732,N2L,MM
RC17HSTD0008,63.9,,2.94629,2.94629,14.6783,131.133,,732,N2L,MM
RC17HSTD0008,64,,2.84977,2.84977,14.6464,127.308,,732,N2L,MM
RC17HSTD0008,64.1,,3.79093,3.79093,14.5933,234.946,,732,N2L,MM
RC17HSTD0008,64.2,,4.04327,4.04327,14.5579,202.163,,732,N2L,MM
RC17HSTD0008,64.3,,3.4674,3.4674,14.8421,517.792,,732,N2L,MM
RC17HSTD0008,64.4,,3.22258,3.22258,14.978,338.76,,732,N2L,MM
RC17HSTD0008,64.5,,3.22665,3.22665,15.3925,320,,732,N2L,MM
RC17HSTD0008,64.6,,3.3,3.3,14.9166,248.059,,732,N2L,MM
RC17HSTD0008,64.7,,3.14047,3.14047,14.9656,177.029,,732,N2L,MM
RC17HSTD0008,64.8,,3.00049,3.00049,14.9343,180.308,,732,N2L,MM
RC17HSTD0008,64.9,,3.20532,3.20532,14.8688,164.28,,732,N2L,MM
RC17HSTD0008,65,,3.18243,3.18243,15.0507,162.823,,732,N2L,MM
RC17HSTD0008,65.1,,3.13594,3.13594,14.9135,163.916,,732,N2L,MM
RC17HSTD0008,65.2,,3.42852,3.42852,14.6809,183.222,,732,N2L,MM
RC17HSTD0008,65.3,,3.27897,3.27897,14.859,162.823,,732,N2L,MM
RC17HSTD0008,65.4,,,3.30465,17.2112,131.861,,732,N2L,MM
RC17HSTD0008,65.5,,3.40796,3.40796,14.7256,156.813,,732,N2L,MM
RC17HSTD0008,65.6,,3.2989,3.2989,14.4367,150.985,,732,N2L,MM
RC17HSTD0008,65.7,,3.56845,3.56845,14.3491,145.157,,732,N2L,MM
RC17HSTD0008,65.8,,3.96967,3.96967,14.3479,150.985,,732,N2L,MM
RC17HSTD0008,65.9,,4.00639,4.00639,14.6885,170.473,,732,N2L,MM
RC17HSTD0008,66,,3.46922,3.46922,14.6898,145.157,,732,N2L,MM
RC17HSTD0008,66.1,,3.49825,3.49825,14.5286,137.689,,752,NE1,MM
RC17HSTD0008,66.2,,3.61224,3.61224,14.5427,127.672,,752,NE1,MM
RC17HSTD0008,66.3,,3.53913,3.53913,14.6967,131.133,,752,NE1,MM
RC17HSTD0008,66.4,,3.24479,3.24479,14.962,118.384,,752,NE1,MM
RC17HSTD0008,66.5,,3.18783,3.18783,14.839,97.9853,,752,NE1,MM
RC17HSTD0008,66.6,,3.27447,3.27447,14.6782,130.951,,752,NE1,MM
RC17HSTD0008,66.7,,3.20354,3.20354,14.685,121.48,,752,NE1,MM
RC17HSTD0008,66.8,,3.31871,3.31871,14.4934,98.7138,,752,NE1,MM
RC17HSTD0008,66.9,,3.01196,3.01196,14.6454,98.8959,,752,NE1,MM
RC17HSTD0008,67,,2.54939,2.54939,14.6414,80.6831,,752,NE1,MM
RC17HSTD0008,67.1,,2.6612,2.6612,14.9747,86.1469,,752,NE1,MM
RC17HSTD0008,67.2,,2.92081,2.92081,14.7117,109.824,,752,NE1,MM
RC17HSTD0008,67.3,,3.06353,3.06353,14.6374,118.748,,752,NE1,MM
RC17HSTD0008,67.4,,2.92016,2.92016,14.6238,111.827,,752,NE1,MM
RC17HSTD0008,67.5,,3.08924,3.08924,14.4962,98.5317,,752,NE1,MM
RC17HSTD0008,67.6,,3.6255,3.6255,14.5133,144.428,,752,NE1,MM
RC17HSTD0008,67.7,,3.75863,3.75863,14.5752,150.621,,752,NE1,MM
RC17HSTD0008,67.8,,3.32898,3.32898,14.7891,105.27,,752,NE1,MM
RC17HSTD0008,67.9,,3.38912,3.38912,14.5762,121.844,,752,NE1,MM
RC17HSTD0008,68,,3.54482,3.54482,14.5779,130.768,,752,NE1,MM
RC17HSTD0008,68.1,,3.11548,3.11548,14.692,111.463,,752,NE1,MM
RC17HSTD0008,68.2,,2.69234,2.69234,14.7716,86.8754,,752,NE1,MM
RC17HSTD0008,68.3,,2.6519,2.6519,14.9675,85.9648,,752,NE1,MM
RC17HSTD0008,68.4,,2.62504,2.62504,14.8156,85.9648,,752,NE1,MM
RC17HSTD0008,68.5,,2.8014,2.8014,15.0252,92.5214,,752,NE1,MM
RC17HSTD0008,68.6,,3.22587,3.22587,15.2441,92.5214,,752,NE1,MM
RC17HSTD0008,68.7,,3.05274,3.05274,15.4951,98.5317,,752,NE1,MM
RC17HSTD0008,68.8,,2.58682,2.58682,15.1613,86.3291,,752,NE1,MM
RC17HSTD0008,68.9,,2.58395,2.58395,14.833,69.3911,,752,NE1,MM
RC17HSTD0008,69,,2.65005,2.65005,15.1147,92.5214,,752,NE1,MM
RC17HSTD0008,69.1,,2.61278,2.61278,15.1651,74.8549,,752,NE1,MM
RC17HSTD0008,69.2,,2.65599,2.65599,14.7124,86.1469,,752,NE1,MM
RC17HSTD0008,69.3,,2.88118,2.88118,14.494,85.6005,,752,NE1,MM
RC17HSTD0008,69.4,,2.85826,2.85826,14.492,85.9648,,752,NE1,MM
RC17HSTD0008,69.5,,2.8831,2.8831,14.6272,92.3393,,752,NE1,MM
RC17HSTD0008,69.6,,3.07053,3.07053,15.0546,103.996,,752,NE1,MM
RC17HSTD0008,69.7,,,3.25216,16.4873,104.906,,752,NE1,MM
RC17HSTD0008,69.8,,3.13867,3.13867,14.8911,104.542,,752,NE1,MM
RC17HSTD0008,69.9,,3.15964,3.15964,14.3385,118.566,,752,NE1,MM
RC17HSTD0008,70,,3.01888,3.01888,14.6043,105.453,,752,NE1,MM
RC17HSTD0008,70.1,,,2.58306,16.6398,86.5112,,751,NE1,MM
RC17HSTD0008,70.2,,,2.77701,15.8455,105.635,,751,NE1,MM
RC17HSTD0008,70.3,,,2.66344,16.6957,98.5317,,751,NE1,MM
RC17HSTD0008,70.4,,,2.50654,16.4817,86.3291,,751,NE1,MM
RC17HSTD0008,70.5,,,2.46078,16.383,86.8754,,751,NE1,MM
RC17HSTD0008,70.6,,2.72109,2.72109,14.2069,85.7827,,751,NE1,MM
RC17HSTD0008,70.7,,2.82531,2.82531,14.0367,66.6591,,751,NE1,MM
RC17HSTD0008,70.8,,2.7931,2.7931,14.6575,92.7036,,751,NE1,MM
RC17HSTD0008,70.9,,2.98394,2.98394,14.4405,92.5214,,751,NE1,MM
RC17HSTD0008,71,,3.28474,3.28474,14.3099,104.36,,751,NE1,MM
RC17HSTD0008,71.1,,3.21795,3.21795,14.367,92.5214,,751,NE1,MM
RC17HSTD0008,71.2,,3.15414,3.15414,14.2146,98.8959,,751,NE1,MM
RC17HSTD0008,71.3,,3.25012,3.25012,14.1396,523.985,,751,NE1,MM
RC17HSTD0008,71.4,,3.30682,3.30682,14.0818,3932.71,,751,NE1,MM
RC17HSTD0008,71.5,,3.66781,3.66781,14.1111,5209.98,,751,NE1,MM
RC17HSTD0008,71.6,,3.67808,3.67808,14.1457,7811.87,,751,NE1,MM
RC17HSTD0008,71.7,,3.41661,3.41661,14.208,5396.29,,751,NE1,MM
RC17HSTD0008,71.8,,3.52122,3.52122,14.2713,9825.67,,751,NE1,MM
RC17HSTD0008,71.9,,3.34831,3.34831,14.172,6561.92,,751,NE1,MM
RC17HSTD0008,72,,3.17737,3.17737,14.1366,3041.92,,751,NE1,MM
RC17HSTD0008,72.1,,3.39137,3.39137,14.2985,2702.79,,751,NE1,MM
RC17HSTD0008,72.2,,3.2369,3.2369,14.3265,4201.71,,751,NE1,MM
RC17HSTD0008,72.3,,3.11415,3.11415,14.0242,2871.08,,751,NE1,MM
RC17HSTD0008,72.4,,3.13025,3.13025,13.9635,2897.12,,751,NE1,MM
RC17HSTD0008,72.5,,3.27151,3.27151,14.0692,4965.01,,751,NE1,MM
RC17HSTD0008,72.6,,3.18425,3.18425,14.1168,2897.85,,751,NE1,MM
RC17HSTD0008,72.7,,3.30347,3.30347,14.182,2144.38,,751,NE1,MM
RC17HSTD0008,72.8,,3.20557,3.20557,14.2174,2877.64,,751,NE1,MM
RC17HSTD0008,72.9,,3.10601,3.10601,14.262,1575.96,,751,NE1,MM
RC17HSTD0008,73,,3.03771,3.03771,14.2259,739.807,,751,NE1,MM
RC17HSTD0008,73.1,,2.97171,2.97171,14.3166,585.18,,751,NE1,MM
RC17HSTD0008,73.2,,2.93812,2.93812,14.5009,291.042,,751,NE1,MM
RC17HSTD0008,73.3,,3.11333,3.11333,14.1392,1012.64,,751,NE1,MM
RC17HSTD0008,73.4,,3.19501,3.19501,14.0835,1404.21,,751,NE1,MM
RC17HSTD0008,73.5,,3.23219,3.23219,14.1054,2242.55,,751,NE1,MM
RC17HSTD0008,73.6,,3.37529,3.37529,14.1168,3797.2,,751,NE1,MM
RC17HSTD0008,73.7,,3.34381,3.34381,14.1347,3968.4,,751,NE1,MM
RC17HSTD0008,73.8,,3.3165,3.3165,14.1021,3058.85,,751,NE1,MM
RC17HSTD0008,73.9,,3.46929,3.46929,14.1815,3962.58,,751,NE1,MM
RC17HSTD0008,74,,3.50443,3.50443,14.163,1698.72,,751,NE1,MM
RC17HSTD0008,74.1,,3.42262,3.42262,14.1406,3628.55,,751,NE1,MM
RC17HSTD0008,74.2,,3.4075,3.4075,14.1252,3496.51,,751,NE1,MM
RC17HSTD0008,74.3,,3.35141,3.35141,14.1223,2378.97,,751,NE1,MM
RC17HSTD0008,74.4,,3.10109,3.10109,14.1458,606.125,,751,NE1,MM
RC17HSTD0008,74.5,,3.08156,3.08156,14.1704,345.68,,751,NE1,MM
RC17HSTD0008,74.6,,3.41147,3.41147,13.9933,1297.67,,751,NE1,MM
RC17HSTD0008,74.7,,3.4666,3.4666,14.0124,518.339,,751,NE1,MM
RC17HSTD0008,74.8,,3.35197,3.35197,13.9701,209.448,,751,NE1,MM
RC17HSTD0008,74.9,,3.26399,3.26399,13.9306,1072.01,,751,NE1,MM
RC17HSTD0008,75,,3.22351,3.22351,14.0217,1731.13,,751,NE1,MM
RC17HSTD0008,75.1,,3.31723,3.31723,13.9483,2903.68,,751,NE1,MM
RC17HSTD0008,75.2,,3.42557,3.42557,13.886,4930.23,,751,NE1,MM
RC17HSTD0008,75.3,,3.07464,3.07464,13.8568,546.022,,751,NE1,MM
RC17HSTD0008,75.4,,3.05581,3.05581,13.7539,891.338,,751,NE1,MM
RC17HSTD0008,75.5,,3.46408,3.46408,14.1554,3797.39,,751,NE1,MM
RC17HSTD0008,75.6,,3.56345,3.56345,14.057,5903.89,,751,NE1,MM
RC17HSTD0008,75.7,,3.70857,3.70857,14.1137,6478.14,,751,NE1,MM
RC17HSTD0008,75.8,,3.54577,3.54577,14.0851,2845.4,,751,NE1,MM
RC17HSTD0008,75.9,,3.5216,3.5216,14.0727,494.844,,751,NE1,MM
RC17HSTD0008,76,,3.46378,3.46378,14.0734,138.236,,751,NE1,MM
RC17HSTD0008,76.1,,3.55947,3.55947,14.1229,209.266,,751,NE1,MM
RC17HSTD0008,76.2,,3.43993,3.43993,14.1604,592.101,,751,NE1,MM
RC17HSTD0008,76.3,,3.40854,3.40854,14.178,656.756,,751,NE1,MM
RC17HSTD0008,76.4,,3.47651,3.47651,14.209,1240.84,,751,NE1,MM
RC17HSTD0008,76.5,,3.09549,3.09549,14.4242,759.841,,751,NE1,MM
RC17HSTD0008,76.6,,2.50518,2.50518,14.6392,110.734,,751,NE1,MM
RC17HSTD0008,76.7,,2.63474,2.63474,14.5708,339.306,,751,NE1,MM
RC17HSTD0008,76.8,,3.10953,3.10953,14.1812,1888.31,,751,NE1,MM
RC17HSTD0008,76.9,,3.3382,3.3382,14.1298,1122.82,,751,NE1,MM
RC17HSTD0008,77,,3.1817,3.1817,14.1585,423.449,,751,NE1,MM
RC17HSTD0008,77.1,,2.87231,2.87231,14.2293,156.995,,751,NE1,MM
RC17HSTD0008,77.2,,2.52002,2.52002,14.4101,93.2499,,751,NE1,MM
RC17HSTD0008,77.3,,2.30238,2.30238,14.1926,87.7861,,751,NE1,MM
RC17HSTD0008,77.4,,2.48459,2.48459,14.2176,171.201,,751,NE1,MM
RC17HSTD0008,77.5,,2.96073,2.96073,14.1574,501.401,,751,NE1,MM
RC17HSTD0008,77.6,,3.03025,3.03025,14.1849,250.245,,751,NE1,MM
RC17HSTD0008,77.7,,2.86551,2.86551,14.2541,157.541,,751,NE1,MM
RC17HSTD0008,77.8,,2.894,2.894,14.4046,116.562,,751,NE1,MM
RC17HSTD0008,77.9,,3.0518,3.0518,14.3588,125.669,,751,NE1,MM
RC17HSTD0008,78,,2.97141,2.97141,14.5554,104.906,,751,NE1,MM
RC17HSTD0008,78.1,,2.61576,2.61576,14.8606,170.655,,751,NE1,MM
RC17HSTD0008,78.2,,2.88715,2.88715,15.2393,1666.66,,751,NE1,MM
RC17HSTD0008,78.3,,3.17227,3.17227,14.5458,5729.04,,751,NE1,MM
RC17HSTD0008,78.4,,3.07603,3.07603,14.2258,2903.68,,751,NE1,MM
RC17HSTD0008,78.5,,2.93702,2.93702,14.3813,1113.17,,751,NE1,MM
RC17HSTD0008,78.6,,2.71103,2.71103,14.1317,371.725,,751,NE1,MM
RC17HSTD0008,78.7,,2.85416,2.85416,14.1193,207.445,,751,NE1,MM
RC17HSTD0008,78.8,,2.98978,2.98978,14.1507,1239.39,,751,NE1,MM
RC17HSTD0008,78.9,,2.99833,2.99833,14.1493,680.615,,751,NE1,MM
RC17HSTD0008,79,,3.0544,3.0544,14.1229,1582.88,,751,NE1,MM
RC17HSTD0008,79.1,,3.12704,3.12704,14.2318,2532.68,,751,NE1,MM
RC17HSTD0008,79.2,,3.04803,3.04803,14.2461,1332.64,,751,NE1,MM
RC17HSTD0008,79.3,,3.05487,3.05487,14.1688,1535.53,,751,NE1,MM
RC17HSTD0008,79.4,,3.16319,3.16319,14.4113,2001.6,,751,NE1,MM
RC17HSTD0008,79.5,,3.31754,3.31754,14.2398,2970.52,,751,NE1,MM
RC17HSTD0008,79.6,,3.10766,3.10766,14.3623,1509.48,,751,NE1,MM
RC17HSTD0008,79.7,,2.97598,2.97598,14.1572,2352.56,,751,NE1,MM
RC17HSTD0008,79.8,,3.0517,3.0517,14.2846,1884.85,,751,NE1,MM
RC17HSTD0008,79.9,,3.08683,3.08683,14.1893,1593.63,,751,NE1,MM
RC17HSTD0008,80,,3.25944,3.25944,14.2141,3448.24,,751,NE1,MM
RC17HSTD0008,80.1,,3.23073,3.23073,14.1352,3749.67,,751,NE1,MM
RC17HSTD0008,80.2,,3.27312,3.27312,14.0968,854.366,,751,NE1,MM
RC17HSTD0008,80.3,,3.23584,3.23584,14.1328,349.869,,751,NE1,MM
RC17HSTD0008,80.4,,3.15908,3.15908,14.2165,479.181,,751,NE1,MM
RC17HSTD0008,80.5,,3.23453,3.23453,14.1392,761.663,,751,NE1,MM
RC17HSTD0008,80.6,,3.21179,3.21179,14.1413,1606.92,,751,NE1,MM
RC17HSTD0008,80.7,,3.2001,3.2001,14.1579,1799.43,,751,NE1,MM
RC17HSTD0008,80.8,,3.32287,3.32287,14.0017,1775.39,,751,NE1,MM
RC17HSTD0008,80.9,,3.16219,3.16219,13.9987,1878.66,,751,NE1,MM
RC17HSTD0008,81,,3.13027,3.13027,14.0441,1599.82,,751,NE1,MM
RC17HSTD0008,81.1,,3.13966,3.13966,14.1753,1281.82,,751,NE1,MM
RC17HSTD0008,81.2,,3.05771,3.05771,14.4266,2287.9,,751,NE1,MM
RC17HSTD0008,81.3,,2.94835,2.94835,14.4483,867.48,,751,NE1,MM
RC17HSTD0008,81.4,,2.85249,2.85249,14.4784,1023.2,,751,NE1,MM
RC17HSTD0008,81.5,,3.03002,3.03002,14.1547,1819.83,,751,NE1,MM
RC17HSTD0008,81.6,,3.05117,3.05117,14.2685,887.514,,751,NE1,MM
RC17HSTD0008,81.7,,3.02514,3.02514,14.2209,679.887,,751,NE1,MM
RC17HSTD0008,81.8,,3.02166,3.02166,14.0875,2403.37,,751,NE1,MM
RC17HSTD0008,81.9,,3.0449,3.0449,14.0956,1979.74,,751,NE1,MM
RC17HSTD0008,82,,3.18988,3.18988,14.0579,2779.1,,751,NE1,MM
RC17HSTD0008,82.1,,3.25278,3.25278,13.9424,2020.9,,751,NE1,MM
RC17HSTD0008,82.2,,3.26611,3.26611,14.1361,574.07,,751,NE1,MM
RC17HSTD0008,82.3,,3.19475,3.19475,14.1044,245.692,,751,NE1,MM
RC17HSTD0008,82.4,,3.27447,3.27447,14.1225,341.309,,751,NE1,MM
RC17HSTD0008,82.5,,3.1419,3.1419,14.257,550.029,,751,NE1,MM
RC17HSTD0008,82.6,,3.0221,3.0221,14.3786,1121.55,,751,NE1,MM
RC17HSTD0008,82.7,,3.18221,3.18221,14.2792,1981.2,,751,NE1,MM
RC17HSTD0008,82.8,,3.23479,3.23479,14.1168,1547.37,,751,NE1,MM
RC17HSTD0008,82.9,,3.12178,3.12178,14.2032,556.586,,751,NE1,MM
RC17HSTD0008,83,,2.99456,2.99456,14.2098,413.979,,751,NE1,MM
RC17HSTD0008,83.1,,2.76925,2.76925,14.5094,183.586,,751,NE1,MM
RC17HSTD0008,83.2,,2.67053,2.67053,14.7472,148.617,,751,NE1,MM
RC17HSTD0008,83.3,,2.81382,2.81382,14.3338,358.065,,751,NE1,MM
RC17HSTD0008,83.4,,2.95494,2.95494,14.0521,1094.05,,751,NE1,MM
RC17HSTD0008,83.5,,3.05109,3.05109,14.0895,1340.29,,751,NE1,MM
RC17HSTD0008,83.6,,2.99327,2.99327,14.2619,1348.85,,751,NE1,MM
RC17HSTD0008,83.7,,2.74711,2.74711,13.875,291.042,,751,NE1,MM
RC17HSTD0008,83.8,,2.79351,2.79351,13.96,258.987,,751,NE1,MM
RC17HSTD0008,83.9,,2.93658,2.93658,14.308,563.142,,751,NE1,MM
RC17HSTD0008,84,,2.99501,2.99501,14.9932,1098.97,,751,NE1,MM
RC17HSTD0008,84.1,,2.94032,2.94032,14.1534,1579.79,,751,NE1,MM
RC17HSTD0008,84.2,,2.75188,2.75188,14.5274,632.351,,751,NE1,MM
RC17HSTD0008,84.3,,,2.63474,16.4036,517.974,,751,NE1,MM
RC17HSTD0008,84.4,,2.8504,2.8504,14.1409,763.848,,751,NE1,MM
RC17HSTD0008,84.5,,2.99555,2.99555,14.9509,918.293,,751,NE1,MM
RC17HSTD0008,84.6,,2.74221,2.74221,14.6757,977.85,,751,NE1,MM
RC17HSTD0008,84.7,,2.80709,2.80709,14.2409,539.466,,751,NE1,MM
RC17HSTD0008,84.8,,2.72468,2.72468,14.1961,239.499,,751,NE1,MM
RC17HSTD0008,84.9,,2.55774,2.55774,13.8257,230.575,,751,NE1,MM
RC17HSTD0008,85,,2.6203,2.6203,13.8264,220.74,,751,NE1,MM
RC17HSTD0008,85.1,,2.54228,2.54228,14.432,190.325,,751,NE1,MM
RC17HSTD0008,85.2,,2.7578,2.7578,14.9899,291.77,,751,NE1,MM
RC17HSTD0008,85.3,,2.79593,2.79593,14.2896,951.623,,751,NE1,MM
RC17HSTD0008,85.4,,2.62212,2.62212,14.3032,283.028,,751,NE1,MM
RC17HSTD0008,85.5,,2.72255,2.72255,14.3774,155.174,,751,NE1,MM
RC17HSTD0008,85.6,,2.62916,2.62916,14.4297,247.695,,751,NE1,MM
RC17HSTD0008,85.7,,2.6183,2.6183,14.6055,195.242,,751,NE1,MM
RC17HSTD0008,85.8,,2.60888,2.60888,14.6255,135.868,,751,NE1,MM
RC17HSTD0008,85.9,,2.67562,2.67562,14.5748,125.305,,751,NE1,MM
RC17HSTD0008,86,,2.68287,2.68287,14.4249,119.841,,751,NE1,MM
RC17HSTD0008,86.1,,2.78324,2.78324,14.3215,110.006,,751,NE1,MM
RC17HSTD0008,86.2,,2.81648,2.81648,14.61,113.648,,751,NE1,MM
RC17HSTD0008,86.3,,2.82984,2.82984,14.1974,102.356,,751,NE1,MM
RC17HSTD0008,86.4,,2.76607,2.76607,14.4774,122.937,,751,NE1,MM
RC17HSTD0008,86.5,,2.7428,2.7428,14.5961,265.544,,751,NE1,MM
RC17HSTD0008,86.6,,3.21413,3.21413,14.0987,306.523,,751,NE1,MM
RC17HSTD0008,86.7,,2.96051,2.96051,14.0457,200.342,,751,NE1,MM
RC17HSTD0008,86.8,,3.12679,3.12679,14.1012,189.96,,751,NE1,MM
RC17HSTD0008,86.9,,3.23242,3.23242,14.0027,174.479,,751,NE1,MM
RC17HSTD0008,87,,3.05298,3.05298,13.9121,166.466,,751,NE1,MM
RC17HSTD0008,87.1,,2.90325,2.90325,14.1384,149.528,,751,NE1,MM
RC17HSTD0008,87.2,,2.97866,2.97866,13.9971,156.084,,751,NE1,MM
RC17HSTD0008,87.3,,3.15339,3.15339,14.2625,201.617,,751,NE1,MM
RC17HSTD0008,87.4,,3.13942,3.13942,14.1402,184.132,,751,NE1,MM
RC17HSTD0008,87.5,,3.01842,3.01842,13.9015,155.538,,751,NE1,MM
RC17HSTD0008,87.6,,3.12309,3.12309,13.6608,155.356,,751,NE1,MM
RC17HSTD0008,87.7,,3.0485,3.0485,14.0287,161.184,,751,NE1,MM
RC17HSTD0008,87.8,,2.97418,2.97418,14.2152,187.957,,751,NE1,MM
RC17HSTD0008,87.9,,2.95272,2.95272,14.3587,172.84,,751,NE1,MM
RC17HSTD0008,88,,3.06886,3.06886,14.1489,162.823,,751,NE1,MM
RC17HSTD0008,88.1,,3.04921,3.04921,14.2911,181.036,,751,NE1,MM
